,Rn,PAR,fdif,PARdif,PARdir,Ta,Ts,Vpd,RH,Ustar,O3,VWC5,VWC25,VWC50,VWC100,VWC150,VWC200,NEE
49,3.371454117,-3.364260031,8.580206417,24.18114954,-11.88016965,0.756132044,-7.059050022,-0.703458829,9.550209863,-5.706649011,6.5549208,-0.830096548,-7.061482988,7.052246185,3.543805913,20.78283356,4.368209501,0.465378241
325,1.620500296,-3.337351373,0.51536323,-1.513186379,-0.526781882,0.383746306,2.648038493,-1.906763557,0.86080754,-2.30396935,2.729425423,-0.122564164,2.809158747,-0.103018861,-4.249609713,-2.691628284,-2.633170696,0.408301108
204,-4.924957016,-3.295229154,1.231985833,-5.958775688,-0.160458983,0.638964607,1.750994839,1.04748696,5.359721094,2.497331287,2.296857061,-11.77303138,4.121134453,7.165259073,-4.084022148,-7.346817525,0.616487554,0.554994735
45,-34.47887944,-2.840727577,6.89011937,-22.65610446,4.124700797,18.98205334,1.519856408,31.61674346,-9.943962396,6.034934255,-21.7261808,-12.49026089,-15.99485173,20.17658902,7.062452758,14.0532605,7.199024552,0.509766771
395,-26.93091557,-2.772743234,-2.845641777,-10.92204173,-11.40831627,0.826958995,-5.372484504,9.212413298,10.00652521,1.702747621,-4.835063041,-0.833496306,-1.866868342,-0.74380643,3.136885493,4.805097799,0.095108935,0.757932894
235,-48.92004895,-2.617487318,12.58184648,-27.87766519,7.065582431,24.2792455,4.052120755,50.37614395,-15.69519858,8.574322662,-32.26850003,-17.17994812,-15.22467528,26.48849579,13.64611499,25.22199229,14.03730395,0.428988422
16,-37.40466578,-2.459485892,13.06382878,-12.13404009,-3.627374991,13.53055964,0.658829012,44.56958369,-7.695319662,1.199242745,-20.95554393,-9.924231554,-22.43850423,22.98104363,17.71629867,21.29480199,2.726963254,0.626998958
758,1.229782982,-2.442151626,-0.449189998,-1.854049082,-0.479224575,-0.626467337,1.613379293,2.11541204,0.912653267,0.364758596,1.40718812,-0.511845824,0.920154119,0.990153783,-4.703340407,-3.007361723,-2.533995486,0.322041628
413,3.184678984,-2.404056143,0.480916324,2.094180513,-2.87821827,0.548834972,0.454469759,-0.68694192,-1.906488731,-2.207248598,1.118128239,0.749128966,-1.153295673,0.299903508,2.37446268,0.699812627,-1.397794852,0.605668583
93,-47.62669056,-2.200707541,-46.80924962,-10.96587147,49.19577367,-25.31964615,-3.850711063,-31.41390377,23.93317954,34.6399653,5.442693059,-35.02146624,89.86843302,-8.320261346,-20.50767563,-37.29218308,32.77135107,0.201133055
155,3.489802184,-2.13796942,-1.017555829,-3.508341535,1.498697131,2.550041867,1.727793263,-7.734794217,1.559316332,-2.988936154,3.596053284,-0.096004676,-3.146672194,2.557924649,-0.663671412,-1.223625244,-1.674514712,0.22923644
236,-11.48088063,-2.085182319,3.004545384,-8.073847612,-0.021102582,8.251775747,1.798461446,13.82619,-6.133924798,-0.587975985,-9.24114783,-2.42628785,-7.334900049,7.914763667,4.983633146,8.719398315,2.508839085,0.478505622
36,-3.375789224,-1.812793809,7.801003598,-6.60724265,-0.341755305,2.627192913,6.699941268,21.79416411,0.661115404,1.743313622,-8.230964748,3.918515197,-6.780689173,19.08895496,-19.7804977,-12.5110918,-1.641002358,0.543624625
432,2.607253843,-1.808362379,0.716243463,2.654936239,-4.372562992,1.20907599,0.20557771,-0.450376208,-1.55105213,-3.595462295,-0.976000513,1.148552041,-1.779556096,1.199518677,3.56684761,1.337433431,-1.479807133,0.707989504
4,1.572420167,-1.806039333,0.478465367,0.346519761,-1.575607573,0.08139279,0.260861316,-0.972564461,-0.431328858,-0.60582469,0.411168788,-0.539148106,0.234853652,0.153841694,0.67709464,-0.077446467,-0.74586433,0.586951455
25,1.461450851,-1.755876603,0.575460156,1.432019982,-2.773341512,0.597173057,0.081837526,-0.491071143,-0.412126269,-1.971287998,1.074860057,-0.293739321,-1.349508429,1.106323131,2.092901267,0.317727715,-1.28875588,0.534434739
801,-39.67080604,-1.712713218,8.68176627,2.202721221,-7.92195341,-10.54944345,-4.3644526,45.32085875,-2.108649136,17.04125865,-13.80013775,3.049774687,7.632024895,-5.805323548,-1.058006806,7.275884422,6.60982904,0.703117627
476,-0.140844997,-1.68011064,0.015893979,-0.537376861,0.533455405,0.186386277,0.611332393,-0.440518626,-0.411701766,0.095323539,1.159257161,0.610570664,0.488155472,-0.914172952,-2.424677981,-1.642508617,-1.928779738,0.570505904
622,-3.074476937,-1.653986347,3.482304977,-2.295121277,4.161479311,-3.197819808,-2.708603701,12.04225075,-6.786760244,5.847205528,4.816194917,3.978373987,-4.785262825,-6.363361483,-1.133927545,5.997940262,-1.665378342,0.496315702
109,2.845583232,-1.599984334,-0.865823224,-2.496970779,0.800715353,1.730602449,1.191481127,-5.527233294,0.905262275,-2.113820705,2.448355545,0.05466756,-1.936969934,1.864104029,-0.436012051,-0.99158951,-1.202522424,0.46957181
480,-66.9291184,-1.566210631,67.09396613,34.93869663,37.64585512,12.11943424,-14.63830164,-45.57805943,40.91859282,56.73476331,56.8766324,-127.1110015,78.00773443,10.72972994,-56.87916158,-76.55895701,18.06003662,0.375112212
742,-0.32554797,-1.531778859,0.578519388,0.243503747,-2.182380719,-0.413785465,-0.292065429,-0.363307766,0.370092789,-1.040499912,0.609608505,0.048344382,-0.680198005,0.376997183,0.936782824,0.408458855,-0.827269141,0.600475175
137,-16.31665113,-1.513065835,-12.77361832,8.113883145,0.300590553,3.798878953,-11.8898647,25.92664041,-16.21824486,23.84441763,-11.86636793,12.80440925,-22.23260876,4.716576309,6.251112371,-18.76098315,-9.639447793,0.501307703
196,5.648619409,-1.364387677,-1.223034888,-6.26634795,-0.753953258,3.606483009,0.143633072,-10.21218876,2.54927408,-3.836661863,4.676748835,0.925213681,-4.941650198,2.973168687,-3.528957131,-3.633328736,-3.169237821,0.31973984
798,-1.897802168,-1.322371825,1.180561857,1.771709336,0.384297602,0.338527708,0.280956238,2.567579643,-1.811572478,0.330734764,0.409833469,0.055932725,-0.088563474,0.383542532,1.741513906,1.082318488,0.925473646,0.307605105
156,-0.94608368,-1.219126173,0.273847728,-1.436394097,0.001183981,1.16750153,-0.580531951,-1.231524584,2.588668202,2.924009286,1.598999169,-1.101093239,-2.162947318,2.066021587,0.608718417,-0.201495763,0.963150499,0.207477356
796,0.076627435,-1.059985866,0.007028978,-1.615419094,-0.48787795,1.181638765,-0.356114502,-1.627170189,1.653244544,1.504021162,0.986911288,0.930397906,-1.579855101,0.875946498,0.42002581,0.500378773,0.367153971,0.615177123
41,-29.03028416,-1.017303418,-18.97419873,17.06008509,-0.173701082,5.411642241,-21.21264397,45.64900938,-26.68156205,39.75896988,-22.09745234,22.11813244,-36.9003734,6.239123911,8.947236063,-28.38196331,-16.52052455,0.486324506
215,-3.457371933,-0.938786985,0.115483323,-2.045672229,1.774637047,1.255924108,0.35795505,6.514018124,0.710511074,3.868278363,-1.986296492,2.021114364,-5.470309856,2.495600388,1.692598306,4.17613378,0.785782703,0.271093004
682,0.597002632,-0.902106724,-0.219909614,-1.571619016,0.870056631,1.088840355,0.824789034,-1.298914725,0.005742942,-0.665079683,0.387041415,-0.041914296,-1.168379187,1.47950327,0.417806792,0.292810153,-0.356194979,0.476779282
59,2.839569154,-0.845116632,0.308240509,3.782792583,-3.859666314,0.437751858,-1.750702433,0.808998258,-2.489262845,-0.299737667,-0.309861553,-0.450373152,-3.951891709,1.595106412,6.149995503,1.921853524,0.252692519,0.713957362
529,-11.95990759,-0.837125311,16.71782419,-1.921190634,19.60951395,3.665819962,2.250721525,37.35268076,-16.22100152,13.93430258,-0.974170039,7.17736559,-26.38952367,12.95345783,-11.70082869,3.865394009,0.44279299,0.412487484
400,-53.43908458,-0.807661512,34.90157947,17.2513615,49.99304343,3.178616084,18.12525779,35.54927226,9.152903076,23.25638922,10.41180349,-26.89790656,-19.5392546,0.892340585,14.18541487,18.22986513,5.005603471,0.191537479
633,-2.72518034,-0.802845936,0.667893152,-2.483898938,0.096076544,1.69507331,0.7671891,2.271464312,-0.533725347,-0.145378297,-1.603642735,-1.39654099,-0.526241604,2.148574531,0.874820218,1.141726829,0.776470332,0.390813519
589,-10.55669578,-0.737797806,0.623556759,-5.906502086,0.958259425,-2.512741371,5.661015681,25.1103724,-6.889947265,-0.428792633,-18.82346617,-5.868490926,2.76281064,10.20379104,15.11240987,10.17728611,4.777979978,0.378895775
86,1.64392775,-0.736990494,-2.484823163,-0.416539407,-1.120122104,-2.439603215,-0.017126413,9.848620287,-7.911450758,0.819274641,-6.818550674,11.25202536,-5.068095493,-3.073747434,4.021924467,8.48455412,0.452230308,0.746602562
164,-0.970082812,-0.592017365,0.051792909,-0.525317037,-0.357558231,-0.722138121,0.103297039,-0.114754953,0.377531772,0.189144233,-0.328527783,0.225817089,-0.08325457,0.165914944,-0.090115848,0.024599782,0.327182339,0.729195082
347,0.038498023,-0.547799231,-0.792019902,-0.092705365,1.67379156,-0.102534239,-0.009345508,0.124619329,-1.803257996,0.800911075,-0.426666911,0.016174863,0.248771305,-1.574307177,-0.295587552,-1.891901311,-1.165120405,0.564028531
517,-3.184249957,-0.517887369,-0.19958224,-0.693136127,0.011787274,1.775071154,-0.610220787,3.507142087,-1.651037974,1.749755745,-1.904944427,-0.026710663,-2.572557002,1.967292689,1.072522282,0.014902239,0.132628727,0.489539815
273,-37.40903104,-0.513789178,4.826276088,-24.35190204,22.74649712,1.753450963,-12.64853418,56.885467,-27.10496955,29.14133097,-7.313121101,-2.664509233,-33.7861946,1.074337998,17.26235543,36.16555315,8.087835337,0.490805798
765,0.582919533,-0.480334757,-0.096665126,-0.776359969,1.007907612,0.636300514,0.826827902,-1.249795686,0.006909665,-0.731557056,0.492615825,-0.070198393,-0.883189742,0.906732211,0.272506208,0.217686299,-0.267099309,0.285738126
289,0.080377,-0.476009463,-0.161226621,-0.936088273,0.133091543,0.401641771,0.233829168,-0.885007559,0.238587291,-0.345969861,0.321226747,-0.049968744,-0.385092078,0.548466558,-0.027560035,-0.044713014,-0.165862294,0.651293604
253,-3.426561839,-0.462386077,1.136538347,-2.328168194,0.079008976,2.238624064,0.258715771,1.346175223,-0.088791654,-0.264274015,-1.388251539,-0.58713634,-1.317243981,1.720864459,1.274519082,1.932462101,0.754329273,0.275171483
479,1.045785011,-0.443132917,-0.536999617,-0.870287447,0.268234749,0.570480858,0.247348505,-1.586351365,0.155862654,-0.64933916,0.63300462,0.378792221,-0.989613965,0.530497981,-0.152701606,-0.270075145,-0.52887839,0.433333046
279,0.269086047,-0.424458621,0.240227901,0.064700412,0.020861404,0.188856465,0.34738487,-0.569997179,-0.026385764,-0.535027989,0.582709865,0.200820578,0.311133727,-0.354866151,-0.878040742,-0.303572246,-0.542118272,0.128130431
417,0.205694041,-0.399401503,0.111117012,-0.111262482,-0.063481496,0.0821566,0.324897729,-0.421963016,0.083496503,-0.380110585,0.375407405,0.006733068,0.400762503,-0.087487104,-0.424591302,-0.272014866,-0.285456378,0.546007694
428,0.02724464,-0.360602803,0.000398329,-0.453589445,-0.090964513,0.333054974,-0.098466372,-0.391460487,0.366237686,0.479609337,0.324079877,0.28214151,-0.480060824,0.207769209,0.068250993,0.109402255,0.055393241,0.227049742
75,0.049464335,-0.332855792,-0.04262307,-0.452826484,-0.110702982,0.222897888,0.031774227,-0.359870221,0.368058524,0.283034394,0.206475604,0.19116986,-0.163193182,0.218678979,0.09390766,0.031159196,0.076792084,0.469672513
212,-6.069251276,-0.327528028,1.81955422,-4.330209654,0.809906508,3.469160822,0.584131048,5.077172891,-1.330577983,0.250382105,-3.625849531,-2.636399294,-2.400318768,3.539939515,1.240405605,3.431002319,1.682882061,0.453171575
141,-0.061172052,-0.274860508,0.608923336,-0.030699241,0.568088472,0.069437895,0.288562738,1.067622609,-0.511934767,0.299690354,0.179015941,0.290445085,-0.699778982,0.533901597,-0.433394066,-0.092049973,-0.064182886,0.614300909
17,-9.465725974,-0.207199491,1.817632164,-5.440880819,2.371251125,4.07544071,0.881321712,11.23370389,-3.237849822,2.488240215,-7.160005161,-2.631423992,-2.248956824,5.080272491,3.343155648,5.303042305,2.836591681,0.531791999
772,-8.033773899,-0.196082472,1.661304689,-2.529097891,-2.677867584,0.739798639,-1.041547912,-6.08718043,10.37132223,-0.588152897,3.6131915,-11.06959021,5.488409429,4.040938509,-3.651455225,-7.18260302,-0.369719754,0.606747546
518,0.348357783,-0.189846922,0.042756848,0.137326646,0.191330043,-0.020638167,0.156286156,-0.386462434,-0.227977991,0.095124592,0.183650603,-0.01758662,0.359516382,-0.265647324,-0.126387723,-0.106123329,0.150665155,0.578622941
700,0.266369109,-0.183110917,1.306016794,1.471779125,0.101761889,1.01041008,0.886180111,-5.036145197,-0.700827963,-3.752573454,1.053464119,0.29027433,2.441145431,-1.811955167,1.758902222,1.032891876,0.446468232,0.315675747
389,-2.451693832,-0.169209339,0.6113659,0.929231398,2.413016149,0.046227897,1.130452811,2.19345664,0.010993018,0.002249875,-0.227830145,-0.763019833,-1.447843951,0.465374297,1.763376141,2.861393609,1.148302126,0.38764976
615,-0.220089602,-0.163027809,1.405519081,-1.293231626,0.188755643,-1.070185859,-1.088451424,0.208276781,0.403046194,1.953235596,-2.15561553,-1.144506678,0.353303301,-1.77549484,-2.173601501,1.838463219,-0.345762805,0.437246084
542,0.218408894,-0.155063381,-0.06734678,-0.212372867,0.143141029,0.134728079,0.134793864,-0.272511659,-0.021673444,-0.084924732,0.096176829,0.037088215,-0.094682905,0.178318815,0.045884125,-0.010165397,-0.063175553,0.505803381
548,-4.220532699,-0.154847944,-2.774506858,0.788966105,0.495111686,0.971928005,-2.409031043,6.173225591,-3.55260595,5.146441391,-3.108042324,2.424376157,-4.907672768,1.17395875,1.335280964,-3.986640687,-2.118724468,0.584889917
547,-0.150387822,-0.153969792,-0.02033694,-0.110240893,-0.100512705,0.054091802,0.030253954,-0.124468941,0.090737629,-0.067702943,0.086225688,0.009906615,0.01171809,0.005152116,-0.012892517,-0.02735972,-0.037063229,0.741312191
489,4.209875089,-0.144606795,-2.401888763,-1.612815613,-4.485226219,-0.259368614,-1.929815019,-3.273110833,-0.301815972,-1.338057929,-0.071123861,1.146089066,2.427454879,0.189128442,-2.214814808,-3.128546162,-0.618031998,0.745189264
240,-1.253755466,-0.137096289,-0.159580053,-1.878399627,-0.18062571,0.001278197,0.285341677,2.589267183,0.869007253,0.862907393,-1.146985845,0.487369907,-0.744225997,1.63923156,-0.124168335,0.106744497,0.031184718,0.363531345
208,0.110953466,-0.136830058,3.505355514,3.260794229,0.433799878,3.551616455,1.699997955,-11.21620337,-2.616150598,-8.914051954,1.628251847,4.327567226,3.180797142,-4.945668122,5.406559712,5.312525916,1.131664602,0.447054575
177,0.424695833,-0.129198059,0.389330413,0.673210773,-0.583867374,0.033523065,-0.058003125,-0.282122662,0.387758289,-0.219295102,0.398652781,0.010315517,0.02814944,0.338868078,0.07532322,0.743470826,0.468690884,0.49598482
732,0.001893938,-0.121262293,-0.225888878,-0.370175767,0.847717892,-0.773327609,-0.498258372,1.076706204,-0.962668732,1.074168292,0.54302217,0.168816053,-0.595212756,-0.644220871,0.625446141,0.807447687,0.1301446,0.334226715
730,-1.5545225,-0.09964644,0.418548023,0.606315639,1.312394744,0.173731361,0.854640057,1.115570133,0.266452314,-0.27016037,-0.267607869,-0.597135801,-0.639376691,0.471271351,0.951785848,1.537636768,0.697906498,0.371472511
63,0.02373556,-0.089002788,0.01877461,-0.048755053,-0.025971658,0.015084272,0.056867232,-0.102751466,0.030675946,-0.075189628,0.07887921,-0.002087531,0.0717632,-0.008486889,-0.080382862,-0.05084309,-0.05147232,0.668608872
698,-0.701604252,-0.066404134,0.116136717,-0.359623611,0.056702883,0.239101064,0.018065987,0.682014534,-0.110500411,0.126944249,-0.380464373,-0.176650374,-0.187315021,0.292366344,0.158977965,0.304530963,0.136958377,0.686252719
508,-0.501524803,-0.054464652,0.128764388,-0.349673233,0.058001479,0.308195774,0.055924744,0.41581567,-0.13120753,0.02482948,-0.285518061,-0.206312208,-0.208809472,0.31346627,0.115374202,0.239775248,0.128203375,0.414911554
648,-5.1644977,-0.04599987,1.376623644,1.695265189,4.16550611,0.635365088,2.621677788,4.010301837,0.671682838,-0.751278654,-1.134231111,-1.66326389,-2.2314892,1.641690626,3.09282922,5.04575528,2.150160241,0.482490591
127,0.024510049,-0.04494811,0.011833841,-0.012760626,-0.00159117,0.00552221,0.035412816,-0.045032823,0.003740226,-0.04160353,0.04650797,0.001463639,0.043913669,-0.015287444,-0.049561378,-0.028710807,-0.034156594,0.547470767
774,0.030363421,-0.042510987,0.011657079,3.76E-05,-0.020095509,0.011354539,0.02939236,-0.044008592,0.004706434,-0.041873178,0.035576469,-0.00231488,0.030972666,-0.001124929,-0.026912374,-0.025686665,-0.028180294,0.592559185
503,0.016122553,-0.039232807,0.018262268,-0.010138195,0.002727976,0.008647526,0.033744097,-0.02528105,0.002379564,-0.031095558,0.036658994,0.003562216,0.027301302,-0.002048668,-0.042968966,-0.024368741,-0.026495389,0.410984129
11,0.024251655,-0.039182984,0.112989811,0.100297792,-0.009030138,0.117722729,0.06645203,-0.464953265,-0.03113225,-0.291644257,0.10186796,0.046053687,0.168780274,-0.132476151,0.170436046,0.101712047,0.046587777,0.481943917
578,-3.222863239,-0.038917762,-0.398336333,-3.696445789,0.042154696,-0.035022837,2.740960917,4.54279676,1.566909383,-2.973150858,-3.221047154,4.011304448,1.655617548,0.011776378,-5.224353347,0.10796569,-3.156832094,0.719850902
665,-0.340602655,-0.033248011,0.085835747,-0.23595123,0.036260242,0.207148686,0.033254189,0.279387291,-0.085557901,0.017947902,-0.193244891,-0.138878024,-0.14479039,0.210975713,0.079673239,0.162579871,0.088249037,0.641698029
244,-12.29294076,-0.03304625,-8.97199214,6.02786941,1.293940711,2.129976298,-8.440458674,18.77345836,-10.96981978,15.5534153,-9.175190213,8.079408242,-15.87048695,2.674807281,3.940682432,-12.58502541,-7.698314887,0.439885946
281,-0.027541706,-0.026510965,-0.004621295,-0.020591654,-0.017398032,0.005162311,0.002922174,-0.008703181,0.012558022,-0.00326846,0.014204191,0.001358582,-0.003973868,0.003020934,-0.001569354,-0.003321092,-0.006757669,0.638322817
576,0.659817918,-0.025251655,0.046385924,1.119416561,-1.037664617,0.08278183,-0.664549215,0.429329154,-0.723034709,0.137690595,-0.271455504,-0.184673574,-1.303049267,0.509614495,1.949740594,0.663803464,0.238202549,0.553299468
377,0.042932374,-0.022540188,-0.012972172,-0.03488055,0.007453661,0.024846944,0.017017692,-0.084566262,0.015385828,-0.034058432,0.036371054,-0.000201455,-0.024633259,0.026076604,-0.009297907,-0.018408082,-0.017960593,0.172281589
689,-0.622775878,-0.016281007,0.1888473,0.244673003,0.504526136,0.073713364,0.318871436,0.517765853,0.072821077,-0.091202958,-0.130044968,-0.192547875,-0.295605134,0.174475176,0.380418806,0.633351841,0.274745328,0.169202949
254,0.010765194,-0.015831618,0.11277015,0.108189951,-0.067494583,0.150201414,0.111756184,-0.466940668,0.054652538,-0.340932169,0.029302722,0.027629759,0.22915564,-0.068015004,0.070351627,0.00715099,0.027353815,0.489151389
354,-0.003903482,-0.002896215,-0.058947774,-0.07796334,0.157499324,-0.136222193,-0.123548268,0.271684649,-0.155374776,0.275517388,0.086137017,0.047558573,-0.202754745,-0.093595208,0.03863771,0.124996603,-0.003500979,0.387038348
655,-0.00105094,-0.002489314,0.005821598,-0.000961402,0.007499087,-0.000471231,0.001560473,0.012945676,-0.006677448,0.00538548,0.002747191,0.003519522,-0.009045567,0.004278791,-0.003552778,0.000689278,-0.000469408,0.62221419
371,0.004082874,-0.002287788,-0.001316459,-0.00363969,0.001232547,0.002436515,0.001677815,-0.007633047,0.001164201,-0.002818405,0.003323122,0.00016898,-0.002492757,0.002597608,-0.000658821,-0.001429916,-0.001637711,0.436267824
418,-0.000196802,-0.000748685,-0.001069252,-0.002338136,0.010974928,-0.006857929,-0.007662508,0.008845032,-0.012320746,0.012786356,0.008462051,0.004712003,-0.010654919,-0.010257375,0.007515454,0.012146268,0.00137342,0.399360103
133,0.000866259,-0.000543208,0.000143942,0.000414715,0.000105662,2.41E-05,0.000319335,-0.000831747,-0.000498281,-5.04E-06,0.000469982,-7.08E-05,0.000597599,-0.000410388,-6.08E-05,-0.000209605,0.000171442,0.595811179
89,4.73E-05,-4.11E-05,1.27E-05,3.39E-05,-4.62E-05,1.07E-05,7.11E-06,-2.68E-05,-1.97E-05,-3.26E-05,2.83E-05,-6.09E-06,-8.25E-06,9.08E-06,3.25E-05,-2.00E-06,-1.88E-05,0.62481298
601,0.000291629,-3.80E-05,-0.000133348,0.000179522,-0.000187403,-7.89E-05,-9.38E-05,0.000595752,-0.000522548,-2.66E-05,-0.000265198,0.000549541,-0.000496502,-0.000109243,0.000470887,0.000519254,-0.000105186,0.555566891
175,4.86E-05,-3.38E-05,-3.73E-06,3.17E-05,-5.95E-05,9.57E-06,-1.70E-07,-5.62E-05,-5.58E-06,-4.01E-05,2.37E-05,-1.35E-05,9.04E-06,-3.86E-06,4.21E-05,-3.52E-07,-1.71E-05,0.664727335
701,1.01E-10,-8.60E-11,2.51E-11,6.58E-11,-9.39E-11,2.40E-11,1.56E-11,-6.22E-11,-3.96E-11,-6.84E-11,6.09E-11,-1.30E-11,-1.78E-11,2.02E-11,6.42E-11,-6.86E-12,-3.96E-11,0.557958286
707,7.11E-11,-6.04E-11,1.82E-11,4.70E-11,-6.56E-11,1.72E-11,1.11E-11,-4.59E-11,-2.83E-11,-4.93E-11,4.35E-11,-8.80E-12,-1.18E-11,1.31E-11,4.59E-11,-4.13E-12,-2.76E-11,0.432390751
516,1.62E-12,-1.38E-12,4.03E-13,1.06E-12,-1.50E-12,3.84E-13,2.49E-13,-9.95E-13,-6.38E-13,-1.09E-12,9.77E-13,-2.09E-13,-2.89E-13,3.23E-13,1.03E-12,-1.08E-13,-6.34E-13,0.282796154
224,7.37E-13,-6.37E-13,1.83E-13,4.78E-13,-6.98E-13,1.75E-13,1.13E-13,-4.65E-13,-2.86E-13,-5.05E-13,4.49E-13,-9.80E-14,-1.29E-13,1.48E-13,4.75E-13,-4.96E-14,-2.90E-13,0.624975663
825,-7.39E-13,-6.99E-14,1.87E-13,-5.09E-13,8.59E-14,4.49E-13,7.49E-14,6.17E-13,-1.94E-13,4.31E-14,-4.27E-13,-3.02E-13,-3.13E-13,4.60E-13,1.80E-13,3.59E-13,1.95E-13,0.414300142
702,-1.17E-34,-1.17E-34,-2.71E-35,-9.63E-35,-6.79E-35,2.53E-35,1.07E-35,-4.77E-35,6.13E-35,-1.56E-35,6.48E-35,6.73E-36,-1.60E-35,8.08E-36,-1.53E-35,-1.89E-35,-3.09E-35,0.750859574
81,-1.26E-11,6.58E-12,4.14E-12,1.07E-11,-2.74E-12,-7.32E-12,-4.43E-12,2.51E-11,-4.72E-12,9.46E-12,-1.13E-11,-2.02E-13,8.06E-12,-7.24E-12,3.12E-12,5.30E-12,5.39E-12,0.616257301
554,-4.08E-11,2.13E-11,1.34E-11,3.48E-11,-8.86E-12,-2.37E-11,-1.43E-11,8.13E-11,-1.53E-11,3.06E-11,-3.65E-11,-6.54E-13,2.61E-11,-2.35E-11,1.01E-11,1.71E-11,1.75E-11,0.546414103
498,-3.27E-10,8.79E-11,9.75E-11,7.25E-11,-2.64E-11,-3.08E-11,-5.41E-11,4.96E-10,-1.07E-10,1.53E-10,-2.50E-10,-5.79E-11,6.67E-11,-2.75E-11,8.01E-11,1.46E-10,1.18E-10,0.619560589
437,-4.64E-11,1.39E-10,1.42E-11,1.36E-10,5.81E-11,-4.19E-11,-5.81E-11,1.19E-10,-1.01E-10,-1.66E-11,-7.10E-11,-1.39E-11,-4.44E-11,-7.69E-11,-3.60E-11,3.18E-11,-7.67E-12,0.477023847
534,-3.58E-10,1.42E-10,-8.89E-10,-1.30E-09,4.64E-09,-3.22E-09,-3.54E-09,5.14E-09,-4.84E-09,6.40E-09,2.91E-09,1.59E-09,-5.01E-09,-3.65E-09,2.74E-09,4.67E-09,6.67E-10,0.31297834
232,-2.35E-09,4.29E-09,-1.17E-09,1.19E-09,6.79E-10,-9.56E-10,-3.49E-09,4.90E-09,-9.16E-10,4.21E-09,-4.13E-09,-9.50E-11,-4.27E-09,9.51E-10,4.45E-09,2.90E-09,3.05E-09,0.191508707
106,1.79E-07,1.74E-08,-4.53E-08,1.23E-07,-2.07E-08,-1.09E-07,-1.84E-08,-1.49E-07,4.68E-08,-1.01E-08,1.03E-07,7.35E-08,7.57E-08,-1.12E-07,-4.34E-08,-8.67E-08,-4.72E-08,0.465989653
677,-9.49E-08,1.96E-07,1.60E-07,6.46E-08,-6.46E-08,-1.45E-07,1.04E-07,9.91E-08,-1.70E-07,1.68E-07,-7.76E-08,3.01E-08,7.66E-08,6.62E-08,2.91E-08,4.27E-08,1.63E-07,0.507982167
618,-2.53E-06,1.32E-06,8.26E-07,2.15E-06,-5.42E-07,-1.47E-06,-8.89E-07,5.05E-06,-9.49E-07,1.91E-06,-2.27E-06,-4.25E-08,1.62E-06,-1.45E-06,6.25E-07,1.06E-06,1.08E-06,0.256296827
31,-1.96E-05,1.00E-05,-5.51E-06,-6.62E-06,-1.48E-06,1.75E-07,-8.33E-06,2.05E-05,6.36E-06,4.67E-06,-1.11E-05,3.78E-06,-1.56E-05,8.42E-06,2.17E-06,-1.65E-07,-5.49E-06,0.705666857
187,-0.000119474,6.24E-05,3.81E-05,9.89E-05,-2.46E-05,-6.82E-05,-4.17E-05,0.000234063,-4.31E-05,8.90E-05,-0.000106,-2.90E-06,7.57E-05,-6.74E-05,2.86E-05,4.93E-05,5.11E-05,0.350310454
229,-0.000125516,7.98E-05,-1.94E-05,-6.07E-05,-1.40E-05,-4.40E-06,-4.58E-05,0.000120628,7.27E-05,-2.80E-07,-6.82E-05,9.21E-06,-8.56E-05,5.87E-05,7.98E-06,3.23E-05,-2.43E-05,0.566469145
733,-0.000438587,0.000333119,0.000282949,-0.000160721,0.00012958,0.000124385,-0.000130394,0.000578531,3.01E-05,0.000160065,-0.000187743,9.18E-05,-0.000300082,1.96E-05,-0.000135694,0.000157456,0.000122163,0.119966279
15,-0.000580835,0.000503662,-0.000912377,-0.001177174,0.005231102,-0.003452817,-0.004143674,0.005871624,-0.005449764,0.007206113,0.003041213,0.001890954,-0.005958407,-0.004140054,0.002876034,0.005302343,0.000733582,0.366717881
218,-0.001117163,0.000828631,-0.00050657,0.000769955,0.001248132,-0.000308981,0.000417275,0.004113771,-0.001465329,5.59E-05,-0.002387455,0.002140984,-0.00226672,-0.000238873,0.002009042,0.003565505,0.000636461,0.246017908
471,-0.001698306,0.000983801,-0.00283151,-0.004287802,0.014420757,-0.009764007,-0.01066486,0.015790507,-0.014198641,0.019566254,0.008250909,0.004867421,-0.014870037,-0.011008575,0.007740631,0.013981681,0.002227733,0.599963747
845,-0.002021478,0.001775744,0.00171179,-0.00089749,0.000248311,0.000816711,-0.000793977,0.003103342,0.000144778,0.000642572,-0.000969867,0.000504912,-0.001936174,0.000260836,-0.000794604,0.000777129,0.000485841,0.364027667
587,-0.002124661,0.001791744,-0.000555466,-0.00160673,0.002060038,-0.000522197,-0.000249004,0.001183607,0.000927025,0.001400258,-0.001203649,0.000363792,0.000618878,-0.000545972,-0.001775192,-5.80E-05,0.000704549,0.394101958
334,-0.000445771,0.002953021,-0.012822177,-0.000119502,-0.019072785,0.00341469,-0.006623741,-0.024421407,0.009447659,-0.010568188,-0.006286719,-0.010602928,0.013376731,-0.008798362,0.017284821,0.006268612,0.001749602,0.544914345
